ARC_CODE,DESCRIPTION,ARC_2DIGIT,CATEGORY_NAME,SUBCATEGORY
2.8124,Hire energy manager,2.8,Ancillary Costs,Administrative - Fiscal
2.8211,Consolidate freight shipments and/or deliveries,2.8,Ancillary Costs,Shipping/Transportation
2.8212,Reduce delivery schedules,2.8,Ancillary Costs,Shipping/Transportation
2.8221,Consider intermediate or economy size autos/trucks,2.8,Ancillary Costs,Vehicles
2.8222,Size trucks to job,2.8,Ancillary Costs,Vehicles
2.8223,Add air shields to trucks to increase fuel mileage,2.8,Ancillary Costs,Vehicles
2.8226,Increase efficiency of trucks,2.8,Ancillary Costs,Vehicles
2.8227,Adjust/maintain fork lift trucks for most efficient operation,2.8,Ancillary Costs,Vehicles
2.9111,Use solar heat to heat make-up air,2.9,Alternative Energy,Solar
2.9112,Use solar heat to heat water,2.9,Alternative Energy,Solar
2.9113,Use solar heat for heat,2.9,Alternative Energy,Solar
2.9114,Use solar heat to make electricity,2.9,Alternative Energy,Solar
2.9121,Install wind powered electric generator,2.9,Alternative Energy,Wind Power
2.9131,Install fuel cell to utilize waste hydrogen,2.9,Alternative Energy,Hydrogen
2.9141,Install anaerobic digester,2.9,Alternative Energy,Biofuels
3.1111,Cover ink containers when not in use,3.1,WM - Operations,Procedures - Process Specific
3.1114,Reuse high ferrous metal dust as raw material,3.1,WM - Operations,Procedures - Process Specific
3.1121,Use more efficient adhesive applicators,3.1,WM - Operations,Procedures - Material Application
3.1131,Use mechanical stripping methods,3.1,WM - Operations,Procedures - Stripping
3.1152,Use high quality scrap (low sulfur) to reduce hazardous sludge generation,3.1,WM - Operations,Procedures - Desulfurization
3.1154,Use an alternative desulfurizing agent to eliminate hazardous slag formation,3.1,WM - Operations,Procedures - Desulfurization
3.1161,Eliminate/reduce an operation,3.1,WM - Operations,Procedures - Reduction
3.1162,Use less wasteful packaging,3.1,WM - Operations,Procedures - Reduction
3.1163,Use plastic pallets instead of wood,3.1,WM - Operations,Procedures - Reduction
3.1171,Change product specs,3.1,WM - Operations,Procedures - Product Specs
3.1172,Revise raw material specs,3.1,WM - Operations,Procedures - Product Specs
3.1175,Use a different or recycle raw material,3.1,WM - Operations,Procedures - Product Specs
3.1181,Eliminate a by-product,3.1,WM - Operations,Procedures - By-product Use
3.1182,Make a new by-product,3.1,WM - Operations,Procedures - By-product Use
3.1191,Change procedures/equipment/operating conditions,3.1,WM - Operations,Procedures - Misc
3.1192,Reduce scrap production,3.1,WM - Operations,Procedures - Misc
3.1193,Convert from batch operation to continuous processing,3.1,WM - Operations,Procedures - Misc
3.1194,Use automatic flow control,3.1,WM - Operations,Procedures - Misc
3.1221,Use reactive rinsing,3.1,WM - Operations,Waste Stream - Rinsing
3.1222,Reduce water use with countercurrent rinsing,3.1,WM - Operations,Waste Stream - Rinsing
3.1223,Use fog nozzles/spray rinsing instead of immersion rinsing,3.1,WM - Operations,Waste Stream - Rinsing
3.1227,Use countercurrent rinsing to reduce rinse water volume (gravure),3.1,WM - Operations,Waste Stream - Rinsing
3.1241,Slow insertion/withdrawal of parts from degreasing tank,3.1,WM - Operations,Waste Stream - Dragout
3.1242,Allow drainage before withdrawing object,3.1,WM - Operations,Waste Stream - Dragout
3.1244,Reduce solution drag-out to prevent solution loss,3.1,WM - Operations,Waste Stream - Dragout
3.1291,Eliminate practice of mixing waste streams,3.1,WM - Operations,Waste Stream - Misc
3.1293,Separate treatments for each type of solution and recycle,3.1,WM - Operations,Waste Stream - Misc
3.1294,Segregate spent solvents and reuse in subsequent washings,3.1,WM - Operations,Waste Stream - Misc
3.2111,Install redundant equipment to avoid losses caused by equipment failure,3.2,WM - Equipment,Fault Tolerance
3.2121,Convert to electrostatic powder coating,3.2,WM - Equipment,Painting Operations
3.2123,Convert to high volume low pressure (HVLP) paint guns,3.2,WM - Equipment,Painting Operations
3.2124,Convert to air assisted/airless paint guns,3.2,WM - Equipment,Painting Operations
3.2135,Extend solution life with filtering or carbonate freezing,3.2,WM - Equipment,Process Specific Upgrades
3.2136,Use wash-less processing equipment,3.2,WM - Equipment,Process Specific Upgrades
3.2141,Use cylindrical tanks with height to diameter ratios close to one,3.2,WM - Equipment,Tank Design
3.2142,Use tanks with a conical bottom outlet section,3.2,WM - Equipment,Tank Design
3.2161,Closely monitor chemical additions to increase bath life,3.2,WM - Equipment,System Monitoring
3.2171,Use an automatic plate processor,3.2,WM - Equipment,Automation
3.2172,Use automatic cleaning equipment,3.2,WM - Equipment,Automation
3.2173,Convert to robotic painting,3.2,WM - Equipment,Automation
3.2176,Increase use of automation,3.2,WM - Equipment,Automation
3.3111,Adjust pH for neutralization,3.3,WM - Post Generation Treatment,Neutralization
3.3112,Utilize oxidation/reduction for neutralization,3.3,WM - Post Generation Treatment,Neutralization
3.3113,Use other methods for neutralization,3.3,WM - Post Generation Treatment,Neutralization
3.3121,"Use screening, magnetic separation to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3122,"Use filtration, centrifuging to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3123,"Use decanting, flotation to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3125,"Use distillation, evaporation to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3126,"Use absorption, extraction to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3127,"Use adsorption, ion exchange to remove contaminants",3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3128,Utilize other methods to remove contaminants,3.3,WM - Post Generation Treatment,Removal of Contaminants
3.3131,Use evaporation to concentrate material,3.3,WM - Post Generation Treatment,Material Concentration
3.3132,Use reverse osmosis to concentrate material,3.3,WM - Post Generation Treatment,Material Concentration
3.3133,Use other waste concentration methods,3.3,WM - Post Generation Treatment,Material Concentration
3.4111,Use closed cycle process to minimize waste water production,3.4,WM - Water Use,Close Cycle Water
3.4112,Recovery metals from rinse water and reuse rinse water,3.4,WM - Water Use,Close Cycle Water
3.4113,Treat and reuse rinse waters,3.4,WM - Water Use,Close Cycle Water
3.4114,Replace city water with recycled water via cooling tower,3.4,WM - Water Use,Close Cycle Water
3.4115,Recover and reuse cooling water,3.4,WM - Water Use,Close Cycle Water
3.4116,Meter recycled water (to reduce sewer charges),3.4,WM - Water Use,Close Cycle Water
3.4131,Minimize contamination of water before treatment,3.4,WM - Water Use,Water Quality
3.4132,Use deionized water in upstream rinse tanks,3.4,WM - Water Use,Water Quality
3.4133,Clean fouling from water lines regularly,3.4,WM - Water Use,Water Quality
3.4141,Replace the chlorination stage with an oxygen or ozone stage,3.4,WM - Water Use,Water Treatment
3.4144,Perform high consistency gas phase chlorination,3.4,WM - Water Use,Water Treatment
3.4145,Use magnetic technology to treat water,3.4,WM - Water Use,Water Treatment
3.4146,Change method of deionized water production,3.4,WM - Water Use,Water Treatment
3.4151,Minimize water usage,3.4,WM - Water Use,Reduction
3.4152,Carefully control water level in mass finishing equipment,3.4,WM - Water Use,Reduction
3.4153,Use countercurrent rinsing to reduce waste water,3.4,WM - Water Use,Reduction
3.4154,Eliminate leaks in water lines and valves,3.4,WM - Water Use,Reduction
3.4155,Sub-meter/quantify water use,3.4,WM - Water Use,Reduction
3.4156,Use flow control valves on equipment to optimize water use,3.4,WM - Water Use,Reduction
3.4157,Replace water cooling on processes with air cooling,3.4,WM - Water Use,Reduction
3.4158,Use minimum cooling water to bearings,3.4,WM - Water Use,Reduction
3.4159,Replace treated water with well/surface water,3.4,WM - Water Use,Reduction
3.5111,Filter and reuse hydraulic oil,3.5,WM - Recycling,Liquid Waste - Oil
3.5112,Reprocess spent oils on site for re-use,3.5,WM - Recycling,Liquid Waste - Oil
3.5113,Sell oil to recycler,3.5,WM - Recycling,Liquid Waste - Oil
3.5121,Recycle waste ink and cleanup solvent,3.5,WM - Recycling,Liquid Waste - Ink
3.5131,Recycle white water,3.5,WM - Recycling,Liquid Waste - White Water
3.5132,Reuse rich white water in other applications,3.5,WM - Recycling,Liquid Waste - White Water
3.5142,Treat and reuse equipment cleaning solutions,3.5,WM - Recycling,Liquid Waste - Misc
3.5143,Return spent solutions to the manufacturer,3.5,WM - Recycling,Liquid Waste - Misc
3.5144,Recycle spent tanning solution,3.5,WM - Recycling,Liquid Waste - Misc
3.5145,Recover and reuse spent acid baths,3.5,WM - Recycling,Liquid Waste - Misc
3.5146,Utilize a central coolant system for cleaning and reuse of metal working fluid,3.5,WM - Recycling,Liquid Waste - Misc
3.5211,Reuse scrap glass as feed stock,3.5,WM - Recycling,Solid Waste - General
3.5212,"Regrind, reuse, or sell scrap plastic parts",3.5,WM - Recycling,Solid Waste - General
3.5213,Reuse scrap printed paper for make-ready,3.5,WM - Recycling,Solid Waste - General
3.5215,Avoid contamination of end pieces and reuse as feed stock,3.5,WM - Recycling,Solid Waste - General
3.5216,Recycle non-ferrous dust,3.5,WM - Recycling,Solid Waste - General
3.5217,Reuse/recycle/sell paper products,3.5,WM - Recycling,Solid Waste - General
3.5218,Reuse/recycle/sell rubber products,3.5,WM - Recycling,Solid Waste - General
3.5221,Recycle casting sand,3.5,WM - Recycling,Solid Waste - Sand
3.5222,"Use sand for other purposes (e.g., construction fill)",3.5,WM - Recycling,Solid Waste - Sand
3.5241,Sell used plates to an aluminum recycler,3.5,WM - Recycling,Solid Waste - Metals
3.5242,Recover metals from spent solutions and recycle,3.5,WM - Recycling,Solid Waste - Metals
3.5244,Recover metals from casting sand,3.5,WM - Recycling,Solid Waste - Metals
3.5248,Separate and recycle scrap metal to foundry or for sale,3.5,WM - Recycling,Solid Waste - Metals
3.5311,Recover and reuse waste material,3.5,WM - Recycling,Other Materials
3.5313,Increase amount of waste recovered for resale,3.5,WM - Recycling,Other Materials
3.5314,Use in-process recycling whenever possible,3.5,WM - Recycling,Other Materials
3.5315,Lease/purchase baler; sell cardboard to recycler,3.5,WM - Recycling,Other Materials
3.5316,Contract a wood pallet recycling company,3.5,WM - Recycling,Other Materials
3.5317,Sell/offer by-product as animal feed,3.5,WM - Recycling,Other Materials
3.5318,Recycle fluorescent lamps,3.5,WM - Recycling,Other Materials
3.6111,Use alternative flocculent to minimize sludge volume,3.6,WM - Waste Disposal,Sludge Maintenance
3.6112,Use filter and drying oven to reduce sludge volume,3.6,WM - Waste Disposal,Sludge Maintenance
3.6113,Remove sludge from tanks on a regular basis,3.6,WM - Waste Disposal,Sludge Maintenance
3.6114,Use precipitating agents that produce the least quantity of waste,3.6,WM - Waste Disposal,Sludge Maintenance
3.6121,Burn waste paper for heat,3.6,WM - Waste Disposal,Combustion of Waste
3.6122,Install solid waste incinerator for heat,3.6,WM - Waste Disposal,Combustion of Waste
3.6123,Burn wood by-products for heat,3.6,WM - Waste Disposal,Combustion of Waste
3.6124,Burn waste oil for heat,3.6,WM - Waste Disposal,Combustion of Waste
3.6125,Sell combustible waste,3.6,WM - Waste Disposal,Combustion of Waste
3.6126,Direct waste gasses to boiler combustion air,3.6,WM - Waste Disposal,Combustion of Waste
3.6192,Use a less expensive method of waste removal,3.6,WM - Waste Disposal,Misc
3.6193,"Install equipment (e.g., compactor) to reduce disposal costs",3.6,WM - Waste Disposal,Misc
3.6194,Ship hydraulic oil to secondary fuel program,3.6,WM - Waste Disposal,Misc
3.7112,"Use squeegees, mops, and vacuums for floor cleaning",3.7,WM - Maintenance,Mechanical Cleaning
3.7115,Clean lines with pigs instead of solvents/solutions,3.7,WM - Maintenance,Mechanical Cleaning
3.7121,Improve handling practices,3.7,WM - Maintenance,Reduction of Cleaning
3.7122,Maximize production runs to reduce cleaning,3.7,WM - Maintenance,Reduction of Cleaning
3.7123,Use continuous processing,3.7,WM - Maintenance,Reduction of Cleaning
3.7124,Install dedicated mixing equipment to optimize reuse,3.7,WM - Maintenance,Reduction of Cleaning
3.7131,Use a rag recycle service,3.7,WM - Maintenance,Rag Use
3.7132,Reuse rags until completely soiled,3.7,WM - Maintenance,Rag Use
3.7134,Wash and reuse rags on-site,3.7,WM - Maintenance,Rag Use
3.7135,Minimize use of rags through worker training,3.7,WM - Maintenance,Rag Use
3.7137,Replace cloth rags with paper towels,3.7,WM - Maintenance,Rag Use
3.7141,Improve cleaning efficiency by maintaining cleaning system,3.7,WM - Maintenance,Preventive Maintenance
3.7142,Use clean in place (CIP) systems,3.7,WM - Maintenance,Preventive Maintenance
3.7143,Clean equipment immediately after use,3.7,WM - Maintenance,Preventive Maintenance
3.7191,Use water based spray abrasives instead of bar abrasives,3.7,WM - Maintenance,Misc
3.7193,Use high pressure wash systems,3.7,WM - Maintenance,Misc
3.7195,Use teflon lined tanks,3.7,WM - Maintenance,Misc
3.7196,Use reusable filters,3.7,WM - Maintenance,Misc
3.7197,Use ultrasonic cleaning,3.7,WM - Maintenance,Misc
3.7198,Reduce/eliminate use of disposable product,3.7,WM - Maintenance,Misc
3.7211,Modify material application methods,3.7,WM - Maintenance,Spillage - Operations
3.7212,Improved material handling (mixing and transfer),3.7,WM - Maintenance,Spillage - Operations
3.7214,Reduce or eliminate waste,3.7,WM - Maintenance,Spillage - Operations
3.7221,Improve process control to prevent spills of material,3.7,WM - Maintenance,Spillage - Hardware
3.7222,Minimize overflows by installing level controls,3.7,WM - Maintenance,Spillage - Hardware
3.7223,Install shrouding on machines to prevent splashing,3.7,WM - Maintenance,Spillage - Hardware
3.7224,Use pumps and piping to decrease spillage during material transfer,3.7,WM - Maintenance,Spillage - Hardware
3.7311,Maintain machines to reduce leaks,3.7,WM - Maintenance,Leak Reduction
3.7312,Implement a regular maintenance program to reduce emissions from leaky valves and pipe fittings,3.7,WM - Maintenance,Leak Reduction
3.7313,Eliminate oxygen loss,3.7,WM - Maintenance,Leak Reduction
3.7391,"Implement a maintenance program to keep racks and tanks free of rust, cracks, or corrosion",3.7,WM - Maintenance,Other - Misc
3.7392,Apply a protective coating to racks and tanks,3.7,WM - Maintenance,Other - Misc
3.7393,Implement a machine and coolant sump cleaning program,3.7,WM - Maintenance,Other - Misc
3.8113,Prevent excessive solvent usage (operator training),3.8,WM - Raw Materials,Solvents - Use Reduction
3.8121,Cover containers to minimize evaporative losses,3.8,WM - Raw Materials,Solvents - Emission Reduction
3.8122,Use tight-fitting lids on material containers to reduce VOC emissions,3.8,WM - Raw Materials,Solvents - Emission Reduction
3.8124,Install floating covers on tanks of volatile materials to reduce evaporation,3.8,WM - Raw Materials,Solvents - Emission Reduction
3.8125,Remove rollers from machines and clean in a closed solvent cleaner,3.8,WM - Raw Materials,Solvents - Emission Reduction
3.8126,Use flue gas recuperation to reduce VOC,3.8,WM - Raw Materials,Solvents - Emission Reduction
3.8131,Use water-based adhesives,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8132,Use less toxic and volatile solvent substitutes,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8133,Convert to aqueous cleaning,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8134,Use water-based cutting fluids to eliminate need for solvent cleaning,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8135,Use low VOC or water based paint,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8136,Switch to a solvent that can be cleaned and reused,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8137,Use soy or water-based inks,3.8,WM - Raw Materials,Solvents - Material Replacement
3.8141,Regenerate cleaning solvent on-site and reuse,3.8,WM - Raw Materials,Solvents - Solvent Recovery
3.8142,Distill contaminated solvents for reuse,3.8,WM - Raw Materials,Solvents - Solvent Recovery
3.8143,Recycle cleaning solvent and reuse,3.8,WM - Raw Materials,Solvents - Solvent Recovery
3.8211,Convert to aqueous cleaning system,3.8,WM - Raw Materials,Other Solutions - Water-Based
3.8214,Use water-based developers and finishers,3.8,WM - Raw Materials,Other Solutions - Water-Based
3.8221,"Use alternatives for acids/alkaline (water, steam, abrasive)",3.8,WM - Raw Materials,Other Solutions - Substitutes
3.8224,Convert to less toxic hydrocarbon cleaners,3.8,WM - Raw Materials,Other Solutions - Substitutes
3.8225,Replace hexavalent chromium solutions with trivalent solutions,3.8,WM - Raw Materials,Other Solutions - Substitutes
3.8228,Replace heavy metal reagents with non-hazardous reagents,3.8,WM - Raw Materials,Other Solutions - Substitutes
3.8312,Use building materials which require less energy to produce,3.8,WM - Raw Materials,Solids
3.8314,Purchase high materials in returnable bulk containers,3.8,WM - Raw Materials,Solids
4.111,Add equipment/operators to reduce production bottleneck,4.1,Productivity - Manufacturing,Bottleneck Reduction
4.112,Replace old machine with new automatic multi-station tool,4.1,Productivity - Manufacturing,Bottleneck Reduction
4.113,Install refrigeration system to cool product,4.1,Productivity - Manufacturing,Bottleneck Reduction
4.114,Add/modify equipment to improve drying process,4.1,Productivity - Manufacturing,Bottleneck Reduction
4.121,Maintain clean conditions before painting,4.1,Productivity - Manufacturing,Defect Reduction
4.122,Develop standard procedures to improve internal yields,4.1,Productivity - Manufacturing,Defect Reduction
4.123,Reduce defects by reducing product tipping,4.1,Productivity - Manufacturing,Defect Reduction
4.124,Install continuous lubrication equipment,4.1,Productivity - Manufacturing,Defect Reduction
4.126,Install sensors to detect defects,4.1,Productivity - Manufacturing,Defect Reduction
4.131,Modify process to reduce material use/cost,4.1,Productivity - Manufacturing,Material Reduction
4.132,Purchase new equipment to reduce material use/cost,4.1,Productivity - Manufacturing,Material Reduction
4.211,Consider use/purchase of bulk materials where possible,4.2,Productivity - Purchasing,Raw Materials
4.212,Adopt in-house material generation,4.2,Productivity - Purchasing,Raw Materials
4.213,Purchase material from supplier in customized packaging,4.2,Productivity - Purchasing,Raw Materials
4.214,Purchase appropriately sized material,4.2,Productivity - Purchasing,Raw Materials
4.221,Use only amount of packaging material necessary,4.2,Productivity - Purchasing,Ancillary Materials
4.222,Purchase reconditioned material instead of new,4.2,Productivity - Purchasing,Ancillary Materials
4.231,Purchase equipment instead of leasing,4.2,Productivity - Purchasing,Capital
4.232,Lease equipment instead of purchasing,4.2,Productivity - Purchasing,Capital
4.311,Schedule deliveries according to demand,4.3,Productivity - Inventory,Just In Time
4.321,Optimize production lot sizes and inventories,4.3,Productivity - Inventory,Other Inventory Controls
4.322,Eliminate old stock and/or modify inventory control,4.3,Productivity - Inventory,Other Inventory Controls
4.323,Optimize lot sizes to reduce inventory carrying costs,4.3,Productivity - Inventory,Other Inventory Controls
4.421,Modify current incentive program,4.4,Productivity - Labor,Practices/Procedures
4.422,Utilize outside contracting,4.4,Productivity - Labor,Practices/Procedures
4.423,Move product using mechanical means,4.4,Productivity - Labor,Practices/Procedures
4.424,Improve space comfort conditioning,4.4,Productivity - Labor,Practices/Procedures
4.425,Eliminate/reduce redundant inspections,4.4,Productivity - Labor,Practices/Procedures
4.426,Modify workload,4.4,Productivity - Labor,Practices/Procedures
4.431,Train operators for maximum operating efficiency,4.4,Productivity - Labor,Training
4.432,Cross-train personnel to avoid lost time,4.4,Productivity - Labor,Training
4.441,Install automatic packing equipment,4.4,Productivity - Labor,Automation
4.442,Install magazines for temporary storage,4.4,Productivity - Labor,Automation
4.443,Install automatic boiler fuel feed system,4.4,Productivity - Labor,Automation
4.444,Install system to collect scrap,4.4,Productivity - Labor,Automation
4.445,Install equipment to move product,4.4,Productivity - Labor,Automation
4.446,Automate finishing process,4.4,Productivity - Labor,Automation
4.447,Automate payroll system,4.4,Productivity - Labor,Automation
4.448,Install automatic part storage/retrieval system,4.4,Productivity - Labor,Automation
4.451,Add additional production shift,4.4,Productivity - Labor,Scheduling
4.452,Eliminate shift,4.4,Productivity - Labor,Scheduling
4.453,Reschedule breaks to allow for continuous production,4.4,Productivity - Labor,Scheduling
4.454,Modify startup/shutdown times,4.4,Productivity - Labor,Scheduling
4.463,Modify facility to avoid excess maintenance costs,4.4,Productivity - Labor,Maintenance
4.511,Expand operations into unused space,4.5,Productivity - Space,Floor Layout
4.512,Condense operation into one building,4.5,Productivity - Space,Floor Layout
4.513,Rearrange equipment layout to reduce labor costs,4.5,Productivity - Space,Floor Layout
4.514,Rearrange equipment layout to reduce handling costs,4.5,Productivity - Space,Floor Layout
4.515,Install shelves/racks to utilize unused space,4.5,Productivity - Space,Floor Layout
4.521,Clear and rent existing space,4.5,Productivity - Space,Rental Space
4.522,Modify storage space to avoid rental of a warehouse,4.5,Productivity - Space,Rental Space
4.611,Begin a practice of predictive/preventative maintenance,4.6,Productivity - Downtime,Maintenance
4.612,Contract out maintenance,4.6,Productivity - Downtime,Maintenance
4.621,Use fixtures to reduce machine changeout times,4.6,Productivity - Downtime,Quick Change
4.622,Install rotating carousels to reduce set-up times,4.6,Productivity - Downtime,Quick Change
4.623,Employ modular jigs to reduce process set-up time,4.6,Productivity - Downtime,Quick Change
4.624,Hire additional personnel to reduce change-out time,4.6,Productivity - Downtime,Quick Change
4.625,Develop standard operating procedures,4.6,Productivity - Downtime,Quick Change
4.631,Install an uninterruptible power supply,4.6,Productivity - Downtime,Power Conditioning
4.632,Change operating conditions,4.6,Productivity - Downtime,Power Conditioning
4.641,Eliminate shutdowns of controls due to overheating,4.6,Productivity - Downtime,Alarms
4.642,Install sensors to detect and avoid jams,4.6,Productivity - Downtime,Alarms
4.651,Install backup equipment,4.6,Productivity - Downtime,Other Equipment
4.652,Replace existing equipment with more suitable substitutes,4.6,Productivity - Downtime,Other Equipment
4.653,Maintain/enlarge a stock of spare parts,4.6,Productivity - Downtime,Other Equipment
4.661,Level Zero - Install control systems for existing equipment,4.6,Productivity - Downtime,Smart Mfg / IIoT
4.662,Level One - Add communication using IIoT devices to existing control system,4.6,Productivity - Downtime,Smart Mfg / IIoT
4.663,Level Two - Install control system using IIoT devices with communication to cloud,4.6,Productivity - Downtime,Smart Mfg / IIoT
4.664,Level Three - Install/modify control system with non-local external information for better decision making,4.6,Productivity - Downtime,Smart Mfg / IIoT
4.711,Initiate a total quality management program,4.7,Productivity - Management,TQM
4.712,Utilize job costing software,4.7,Productivity - Management,TQM
4.721,Initiate a program to acquire ISO certification,4.7,Productivity - Management,Certifications
4.731,Advertise product or service,4.7,Productivity - Management,Marketing
4.811,Demolish old building to reduce tax and insurance bills,4.8,Productivity - Admin,Taxes
4.812,Apply for investment incentives,4.8,Productivity - Admin,Taxes
4.821,Pay bills on time to avoid late fees,4.8,Productivity - Admin,Fees
